ID,RENDIMIENTO_GLOBAL
75149,medio-bajo
955656,bajo
691635,alto
111980,bajo
933117,bajo
698209,bajo
447608,alto
17669,alto
648924,alto
134702,bajo
120419,alto
6344,alto
122707,bajo
709238,medio-alto
788300,alto
935834,alto
768185,medio-bajo
247128,alto
457873,bajo
170835,bajo
409452,alto
189654,medio-alto
936303,alto
698069,alto
444814,bajo
269978,medio-bajo
44746,medio-bajo
138699,medio-bajo
777348,alto
319464,bajo
782208,alto
920583,medio-bajo
208173,alto
737611,medio-alto
674018,medio-bajo
840130,alto
150995,bajo
959463,bajo
426600,medio-bajo
216566,alto
959407,medio-alto
70488,alto
852873,alto
101516,medio-bajo
785554,alto
769714,medio-bajo
313772,alto
242165,alto
302924,medio-bajo
57979,alto
32412,medio-bajo
374553,medio-bajo
802519,alto
623416,bajo
99647,alto
853247,bajo
216426,alto
437300,medio-bajo
866148,bajo
343914,bajo
697899,bajo
34222,medio-bajo
315553,bajo
393000,bajo
440705,bajo
285339,medio-bajo
356479,alto
847850,bajo
918487,bajo
330680,alto
390420,bajo
451188,medio-bajo
713742,medio-bajo
526958,medio-bajo
480702,alto
836551,bajo
380937,alto
465856,bajo
698196,alto
360129,medio-bajo
814982,alto
445615,alto
890667,bajo
896669,bajo
535060,alto
902979,alto
268853,alto
686264,alto
299518,medio-bajo
236382,medio-alto
324712,alto
459845,medio-bajo
658109,medio-bajo
231602,medio-alto
508745,alto
380489,alto
117597,alto
391117,bajo
598117,medio-bajo
866159,alto
391348,bajo
615077,medio-bajo
429921,medio-bajo
537808,medio-bajo
205297,medio-alto
168502,alto
258691,alto
224389,medio-alto
344719,medio-bajo
964860,alto
187157,medio-bajo
257233,bajo
273263,medio-alto
284524,bajo
850332,alto
956702,bajo
851587,medio-alto
779461,bajo
467684,medio-bajo
330536,bajo
484860,medio-bajo
626410,medio-bajo
230473,alto
195936,alto
915979,bajo
421104,medio-alto
177646,bajo
200310,bajo
278827,alto
269438,alto
803296,alto
750880,bajo
140833,medio-bajo
753263,bajo
339717,alto
689406,bajo
458873,medio-bajo
712729,bajo
804249,alto
825887,alto
775819,bajo
752663,medio-bajo
643357,medio-alto
719857,bajo
128382,alto
353114,medio-alto
719684,bajo
684731,alto
200613,bajo
165846,alto
60334,bajo
370398,alto
462797,alto
949596,medio-bajo
174262,alto
447829,bajo
725694,alto
159101,bajo
682440,alto
643354,alto
490393,alto
270547,medio-alto
14514,bajo
321554,alto
684346,medio-bajo
711348,bajo
213395,medio-bajo
677732,bajo
760321,bajo
780022,medio-bajo
389258,medio-bajo
896818,bajo
682072,alto
269640,alto
60252,alto
221514,bajo
670059,bajo
55665,bajo
307945,alto
972155,medio-alto
443097,bajo
6961,alto
342588,medio-bajo
512909,bajo
693581,bajo
444374,medio-bajo
786125,alto
162025,medio-bajo
23731,medio-bajo
253852,bajo
128195,medio-bajo
18730,bajo
975713,medio-bajo
206583,bajo
521329,alto
783430,bajo
143015,alto
109316,alto
509532,bajo
823570,medio-alto
295114,medio-bajo
638016,bajo
759810,alto
279367,bajo
404530,medio-alto
872395,bajo
60322,medio-alto
450211,medio-alto
324030,bajo
572596,alto
299521,bajo
199252,bajo
724428,bajo
97743,alto
231841,alto
584008,alto
611784,bajo
654337,bajo
696901,bajo
951588,alto
943601,medio-alto
44616,bajo
802434,medio-bajo
80891,medio-alto
73331,medio-alto
278665,medio-alto
511441,medio-bajo
188879,alto
45532,alto
685425,alto
653743,alto
700461,alto
270096,medio-bajo
286061,bajo
545207,medio-bajo
530795,bajo
252632,medio-bajo
128686,medio-bajo
221386,alto
390064,bajo
631013,medio-bajo
300200,medio-bajo
633728,medio-alto
153610,bajo
686248,alto
365075,bajo
385691,bajo
103927,medio-alto
1002,alto
248269,alto
728292,alto
675445,alto
805060,medio-bajo
744302,bajo
577636,bajo
335786,alto
108237,medio-bajo
708699,alto
90456,bajo
160974,medio-bajo
267601,bajo
978123,bajo
560876,bajo
985771,medio-bajo
384644,medio-bajo
856719,medio-bajo
846601,bajo
16015,alto
790466,medio-bajo
223241,alto
834982,alto
889949,alto
296541,medio-alto
635227,alto
912842,alto
405488,alto
484362,medio-alto
182117,alto
987144,bajo
503115,medio-bajo
30281,medio-bajo
421134,alto
186339,alto
672797,alto
509244,bajo
452392,alto
59695,alto
208387,bajo
837924,medio-bajo
203617,medio-alto
840231,alto
210730,alto
956726,medio-bajo
673651,alto
263040,alto
582026,bajo
110906,alto
620817,medio-alto
503042,bajo
585147,alto
661138,alto
63361,bajo
953423,bajo
630026,medio-bajo
107678,medio-bajo
701628,medio-bajo
239022,medio-alto
867914,bajo
757177,medio-alto
609971,medio-bajo
211331,bajo
505169,bajo
962962,medio-bajo
446594,bajo
585898,alto
212875,bajo
896135,bajo
539682,medio-bajo
646765,alto
822592,medio-alto
318041,medio-bajo
573140,alto
693128,medio-bajo
881198,bajo
12890,medio-alto
94504,medio-bajo
395448,alto
979696,alto
395479,medio-bajo
402937,alto
380059,alto
434279,bajo
697398,bajo
79907,medio-bajo
986418,bajo
488619,bajo
471044,alto
856902,bajo
549927,alto
549996,medio-bajo
164464,bajo
373566,medio-bajo
749483,alto
320796,medio-bajo
727136,alto
305913,bajo
584779,alto
728732,medio-alto
112954,alto
393535,medio-bajo
418131,bajo
498977,bajo
117289,medio-bajo
579087,medio-bajo
586649,medio-alto
508948,alto
328178,alto
767583,medio-bajo
249235,alto
897848,bajo
377967,medio-bajo
986183,alto
880547,medio-alto
941804,alto
108650,alto
893328,alto
417868,bajo
560534,bajo
408554,alto
227314,medio-bajo
702840,alto
361197,medio-bajo
486192,alto
215368,alto
787470,medio-bajo
735645,medio-bajo
44629,bajo
18692,bajo
237446,medio-bajo
988672,bajo
231673,medio-bajo
286360,medio-bajo
784555,medio-bajo
739101,medio-alto
489206,alto
217660,medio-bajo
5755,medio-bajo
912495,medio-bajo
419489,medio-bajo
584725,bajo
14883,alto
366433,medio-bajo
893287,alto
207944,alto
618163,medio-bajo
439363,bajo
325443,bajo
853748,medio-bajo
850453,bajo
362213,alto
846344,bajo
669328,bajo
713876,bajo
109504,medio-bajo
71774,bajo
480216,alto
365147,bajo
812314,alto
576912,bajo
357458,medio-bajo
462433,alto
493815,medio-bajo
442109,bajo
271515,alto
415673,medio-bajo
654587,bajo
482210,bajo
875432,medio-alto
306589,bajo
56254,bajo
950967,medio-bajo
356508,bajo
972898,medio-bajo
789892,medio-alto
618550,medio-bajo
815223,alto
666600,medio-bajo
720348,alto
774237,medio-alto
272181,medio-bajo
331539,alto
274635,bajo
576189,alto
635325,alto
498705,alto
366754,bajo
941602,alto
803972,bajo
115466,bajo
684100,medio-alto
42914,bajo
877207,bajo
485613,alto
960290,alto
457845,bajo
509640,medio-alto
939899,medio-alto
288962,medio-alto
355021,bajo
320137,medio-bajo
250776,medio-bajo
209612,medio-bajo
309050,alto
181663,bajo
250140,alto
668316,alto
532445,medio-bajo
145642,alto
722950,alto
200995,alto
129439,medio-alto
873710,alto
294150,medio-bajo
118112,bajo
28737,medio-bajo
552242,medio-alto
161928,alto
533517,alto
545831,medio-bajo
227368,alto
287957,medio-bajo
865836,alto
82464,medio-alto
759473,alto
928448,alto
53378,alto
680229,alto
396657,bajo
482148,medio-bajo
934899,bajo
553418,medio-bajo
734137,bajo
275154,bajo
310750,bajo
575821,medio-bajo
821753,alto
923571,medio-alto
121394,alto
12802,alto
280777,medio-bajo
462942,medio-bajo
873371,bajo
617220,bajo
388567,bajo
434370,alto
818725,medio-bajo
45772,alto
334271,alto
503937,alto
291403,bajo
499081,alto
351096,alto
145302,alto
787111,alto
473985,medio-bajo
700392,alto
301783,medio-bajo
396055,alto
179933,alto
656040,alto
764991,medio-alto
251660,bajo
432445,alto
46720,alto
306225,alto
94105,medio-alto
640151,bajo
826568,bajo
140514,alto
916752,medio-bajo
674422,medio-bajo
468487,bajo
409915,alto
763470,alto
193696,bajo
361230,alto
443890,bajo
571699,medio-bajo
697499,alto
290543,alto
906462,medio-bajo
747800,alto
60828,alto
21591,medio-bajo
338808,bajo
792019,alto
94856,medio-bajo
860204,medio-bajo
587959,medio-bajo
521235,medio-bajo
609923,medio-bajo
4443,medio-alto
754276,alto
1491,bajo
294740,alto
110112,medio-bajo
813480,bajo
106417,bajo
497838,medio-bajo
848589,alto
916086,medio-alto
159638,alto
335305,alto
220553,medio-bajo
536815,alto
866969,bajo
125874,medio-bajo
463137,alto
679058,alto
254166,alto
734452,medio-alto
760126,bajo
838891,alto
907006,bajo
669624,bajo
575722,alto
594450,medio-bajo
173187,medio-bajo
9465,medio-bajo
123073,alto
747197,medio-bajo
10621,bajo
630750,alto
684663,bajo
309244,alto
609043,bajo
614413,alto
732943,bajo
42410,alto
870741,alto
83840,bajo
410658,bajo
1171,bajo
947612,bajo
625713,medio-bajo
84232,medio-alto
597078,bajo
710249,medio-bajo
30240,medio-alto
781876,bajo
246245,bajo
897427,alto
46478,medio-alto
169843,alto
155762,medio-bajo
701056,medio-alto
939717,alto
368000,medio-alto
782798,alto
446502,alto
48339,medio-bajo
56561,alto
530293,alto
701852,medio-alto
550484,alto
235442,medio-bajo
956974,bajo
555548,alto
2917,medio-alto
879393,alto
230322,alto
962361,bajo
330510,alto
473656,alto
487716,bajo
230557,medio-alto
43908,medio-bajo
879826,bajo
60085,medio-alto
517427,medio-alto
800400,alto
401583,alto
265845,alto
830688,alto
174773,bajo
302995,alto
270837,bajo
584244,medio-bajo
369724,bajo
133185,medio-bajo
594520,alto
821409,medio-bajo
882855,alto
763939,medio-alto
741301,alto
299404,medio-bajo
117662,medio-bajo
248427,bajo
172341,alto
617666,bajo
507647,alto
665723,medio-alto
830374,bajo
978114,bajo
74846,bajo
740248,bajo
464254,alto
469528,medio-bajo
415010,alto
599112,alto
662180,alto
520538,medio-alto
105359,bajo
718224,bajo
743733,medio-alto
46989,alto
652878,alto
236303,medio-bajo
740519,medio-bajo
754890,bajo
320119,bajo
830728,medio-bajo
896068,alto
517863,alto
17107,alto
403422,medio-bajo
413882,alto
349087,bajo
217775,bajo
349402,alto
968657,alto
779085,bajo
398137,bajo
183447,medio-bajo
225168,alto
897349,bajo
752798,bajo
418822,medio-alto
256641,medio-bajo
681372,bajo
1562,medio-bajo
134979,bajo
829575,bajo
954548,alto
247050,medio-alto
681505,alto
753853,bajo
539208,medio-bajo
896099,alto
635974,medio-alto
466100,medio-bajo
924982,alto
1398,alto
251694,bajo
527303,bajo
21820,medio-bajo
895192,alto
511897,medio-bajo
579168,bajo
264416,bajo
339041,bajo
514139,alto
390593,medio-alto
277104,medio-alto
289993,alto
602048,alto
242707,bajo
301780,alto
754426,medio-bajo
173579,medio-bajo
862867,bajo
573497,bajo
616686,alto
676711,medio-bajo
919214,medio-alto
97686,bajo
419275,medio-alto
685357,medio-alto
40990,bajo
298651,medio-bajo
42439,alto
814731,medio-bajo
339818,medio-alto
765466,alto
585253,alto
202047,alto
83030,bajo
311171,alto
675870,medio-alto
611430,medio-bajo
409773,medio-alto
777745,medio-bajo
663777,bajo
546803,alto
445959,alto
1510,bajo
279188,alto
495683,medio-bajo
795767,medio-alto
262439,medio-bajo
862252,medio-bajo
601492,bajo
929136,bajo
743507,medio-alto
328917,medio-bajo
942296,medio-alto
953080,alto
159766,medio-bajo
292001,alto
961607,medio-bajo
418030,medio-alto
849110,bajo
94860,alto
771056,bajo
50048,alto
802641,bajo
309515,bajo
187889,bajo
266944,medio-alto
394300,medio-alto
976909,medio-bajo
468656,bajo
310504,bajo
765727,bajo
506131,alto
227771,medio-bajo
415190,bajo
324035,bajo
11961,alto
75833,bajo
773063,bajo
680195,alto
9225,medio-alto
674355,medio-alto
2213,bajo
387771,medio-alto
201091,bajo
47447,bajo
317701,medio-bajo
867402,medio-bajo
821179,alto
871585,alto
84588,bajo
242,medio-alto
703828,alto
495970,bajo
503403,bajo
54031,medio-alto
363826,medio-bajo
48890,alto
458454,alto
481627,bajo
336789,bajo
20610,medio-alto
458772,medio-bajo
680944,bajo
34326,bajo
483370,bajo
364041,alto
691827,alto
9777,bajo
600654,bajo
329355,alto
984425,medio-alto
633323,medio-alto
724939,medio-bajo
420174,medio-alto
395560,alto
62715,bajo
499115,medio-alto
55006,bajo
520884,alto
425418,alto
634573,alto
684952,alto
366242,alto
508470,alto
216692,medio-bajo
666984,bajo
701702,bajo
722857,bajo
247030,bajo
941651,alto
657654,alto
527544,medio-alto
409155,medio-alto
700894,alto
354251,medio-bajo
221811,bajo
527397,alto
199645,bajo
976747,alto
808526,medio-bajo
85250,alto
567524,alto
769989,alto
973728,alto
382538,medio-alto
44103,medio-alto
783558,medio-bajo
918601,alto
51979,bajo
55011,medio-bajo
502588,bajo
94659,medio-alto
19907,bajo
772544,medio-bajo
355868,medio-alto
108719,medio-alto
829786,bajo
546674,alto
23335,alto
14544,medio-bajo
351752,bajo
585455,bajo
413927,alto
629356,bajo
392569,medio-bajo
810165,alto
6788,alto
562223,alto
203882,alto
690247,alto
323444,alto
311831,medio-alto
901501,medio-bajo
869927,bajo
145374,medio-alto
795675,medio-bajo
340880,medio-bajo
928619,alto
882758,bajo
632947,alto
654358,bajo
373230,alto
935192,medio-alto
603491,medio-alto
471977,bajo
429679,medio-bajo
776140,alto
609061,medio-bajo
479316,alto
842024,medio-alto
329751,bajo
222728,medio-bajo
17063,bajo
726049,alto
74089,alto
450070,medio-alto
592588,alto
327721,bajo
87424,medio-alto
190191,medio-bajo
854112,bajo
75420,medio-alto
849254,bajo
378308,bajo
144174,bajo
552030,bajo
454774,medio-bajo
71735,bajo
413804,medio-bajo
517445,alto
377780,alto
773587,alto
933297,medio-alto
358218,bajo
196248,alto
871888,bajo
674285,medio-bajo
414361,bajo
414194,medio-alto
284359,bajo
466521,medio-bajo
519149,alto
439486,alto
498231,medio-alto
615221,bajo
524223,medio-bajo
537899,alto
690676,bajo
613832,medio-alto
665054,bajo
956684,bajo
498757,bajo
570074,medio-alto
221525,bajo
659292,bajo
43865,bajo
540498,medio-alto
902183,alto
668394,bajo
897743,bajo
114326,bajo
368614,bajo
406473,bajo
605286,medio-alto
711490,medio-bajo
120848,alto
447728,medio-bajo
239104,alto
674943,medio-alto
79141,medio-alto
704537,bajo
637723,medio-alto
820636,bajo
376129,bajo
668786,bajo
760042,medio-bajo
734207,alto
623000,bajo
367189,medio-alto
904154,alto
475979,alto
570109,alto
132575,alto
712259,medio-bajo
543803,alto
706803,alto
611552,bajo
924413,alto
589570,bajo
594256,medio-bajo
696944,alto
614801,bajo
145033,alto
61181,alto
818613,alto
226847,medio-bajo
94943,bajo
712577,alto
764119,bajo
335980,bajo
598846,bajo
917117,alto
69764,medio-bajo
451514,medio-alto
473862,bajo
14348,bajo
678217,medio-alto
875932,medio-bajo
966466,bajo
943084,medio-bajo
423374,medio-bajo
77998,bajo
460458,alto
236077,bajo
629237,alto
799371,alto
317871,bajo
34057,bajo
188565,bajo
571210,alto
958586,alto
979,medio-bajo
305946,medio-bajo
119298,medio-alto
266154,alto
79247,bajo
113849,bajo
98467,bajo
867140,bajo
364469,bajo
845264,bajo
768872,bajo
179864,alto
292800,medio-bajo
987747,bajo
313557,medio-alto
359721,bajo
658807,alto
500965,bajo
113550,medio-bajo
716293,bajo
815064,alto
364150,medio-bajo
719172,bajo
492003,medio-bajo
193490,bajo
26210,bajo
788761,bajo
472745,bajo
328499,alto
490051,alto
413858,alto
467359,alto
893420,bajo
87401,medio-alto
204966,medio-alto
743033,medio-bajo
373993,medio-bajo
601119,medio-bajo
724788,bajo
428510,alto
414477,alto
13554,medio-alto
436581,alto
612723,bajo
245496,medio-alto
329296,bajo
826948,alto
718225,medio-alto
630107,alto
400772,medio-bajo
665234,alto
133671,medio-alto
561974,bajo
67051,alto
114628,alto
552144,medio-alto
178395,bajo
653672,bajo
600097,medio-bajo
43851,bajo
130027,alto
925543,alto
482894,medio-bajo
771278,medio-bajo
598087,alto
170822,bajo
236962,medio-alto
642000,bajo
708787,bajo
388680,medio-alto
367477,bajo
590397,medio-bajo
98175,bajo
862737,bajo
566925,bajo
650364,medio-bajo
706795,alto
33171,medio-bajo
816991,alto
179317,bajo
210587,medio-alto
94381,alto
237972,alto
479739,bajo
434527,alto
130202,bajo
228231,alto
400891,alto
118899,alto
620923,medio-bajo
387743,bajo
721267,alto
91250,bajo
260429,bajo
458188,medio-alto
112543,bajo
729661,alto
151890,alto
85060,medio-bajo
693220,alto
40771,bajo
875136,bajo
649292,medio-bajo
961305,alto
395345,medio-alto
305,alto
557323,bajo
227828,bajo
480488,bajo
605646,bajo
243044,medio-bajo
779601,alto
333981,alto
626436,medio-bajo
226986,medio-bajo
940179,bajo
988849,alto
331349,bajo
413902,bajo
362053,medio-bajo
315377,bajo
84512,alto
465981,bajo
927699,alto
625971,alto
735038,alto
595580,bajo
462276,alto
636578,bajo
968407,medio-alto
149298,alto
91568,alto
907990,medio-bajo
684086,alto
174504,bajo
299170,bajo
344339,alto
507907,medio-bajo
573907,alto
327102,bajo
467381,alto
98674,medio-alto
130019,medio-alto
467058,medio-bajo
637420,medio-bajo
942246,alto
711420,bajo
551073,bajo
387741,alto
107586,medio-alto
946220,bajo
53533,medio-alto
171038,medio-alto
514210,medio-bajo
596580,medio-bajo
590238,medio-bajo
197650,bajo
576523,bajo
350229,alto
629788,bajo
129956,bajo
575829,medio-bajo
17744,medio-bajo
781323,alto
663869,bajo
64044,medio-bajo
67253,medio-alto
169302,medio-bajo
983365,bajo
91014,bajo
12406,bajo
222012,bajo
797111,medio-alto
226981,bajo
83191,alto
682744,bajo
468286,bajo
959400,alto
373352,bajo
128771,bajo
538927,bajo
403142,alto
760597,bajo
659049,alto
479155,alto
234613,bajo
324427,alto
664279,alto
734382,medio-bajo
126714,medio-bajo
733355,medio-bajo
804857,alto
315090,bajo
100277,bajo
869565,alto
106791,alto
527254,bajo
244263,bajo
538313,bajo
488639,alto
789248,alto
682215,bajo
163314,alto
352544,alto
199450,medio-bajo
456787,alto
73708,alto
270682,alto
309458,medio-bajo
368663,bajo
83013,medio-bajo
500594,bajo
95235,alto
357911,alto
516955,medio-bajo
954846,alto
282255,medio-alto
283363,alto
178038,bajo
716235,medio-alto
146409,medio-bajo
415450,bajo
855390,alto
988038,bajo
573854,bajo
323606,alto
200005,medio-bajo
230065,medio-alto
404686,medio-bajo
749818,medio-alto
755984,medio-alto
508928,medio-bajo
338579,alto
687571,bajo
901527,alto
956102,alto
273524,alto
467767,alto
769468,bajo
444158,alto
635964,alto
340342,alto
702181,medio-alto
64428,medio-bajo
183474,bajo
425781,medio-bajo
516864,alto
637582,alto
514630,medio-bajo
826859,bajo
301703,alto
40596,medio-bajo
934938,alto
611181,bajo
361240,alto
193758,alto
217693,medio-bajo
480192,alto
529140,bajo
705520,medio-alto
528188,medio-alto
804769,bajo
535272,bajo
857801,medio-alto
668797,bajo
688798,bajo
152528,bajo
829897,medio-alto
275163,alto
266291,medio-alto
953877,medio-alto
375033,bajo
160694,bajo
369713,alto
778996,medio-bajo
420340,alto
732153,medio-alto
821382,alto
17150,alto
570584,medio-bajo
431659,medio-bajo
665090,alto
317020,alto
942175,medio-alto
70502,bajo
801691,bajo
785591,medio-alto
313020,medio-bajo
51185,bajo
150985,bajo
254207,medio-bajo
880711,medio-bajo
297341,bajo
585578,alto
371558,medio-bajo
609093,medio-bajo
370749,bajo
784313,medio-bajo
945583,medio-bajo
257523,medio-alto
719978,bajo
640886,medio-alto
92977,medio-alto
77048,medio-alto
192440,medio-bajo
273661,bajo
231684,medio-alto
878027,medio-alto
845303,alto
26735,medio-bajo
424980,medio-alto
249010,medio-bajo
123491,alto
186245,bajo
933443,alto
800915,medio-alto
393063,alto
948052,bajo
113280,alto
800364,bajo
132933,bajo
141185,alto
946318,bajo
510549,alto
330742,medio-alto
870259,medio-bajo
476551,alto
156429,alto
373580,medio-alto
152315,alto
476657,bajo
800658,bajo
415094,bajo
598885,alto
222908,bajo
962517,alto
773704,bajo
571740,alto
139222,alto
265048,medio-alto
938728,alto
398652,bajo
353062,bajo
69267,medio-alto
905690,bajo
786373,bajo
78460,medio-bajo
696327,bajo
661942,alto
650527,bajo
762074,medio-alto
52559,alto
503485,alto
809495,medio-alto
664881,medio-alto
85666,bajo
910657,bajo
548631,bajo
826975,bajo
244512,alto
758101,bajo
283731,medio-bajo
386907,alto
542990,bajo
350209,medio-bajo
532075,alto
58862,alto
620959,alto
779139,bajo
713527,medio-bajo
342752,medio-bajo
89728,medio-alto
275992,alto
490174,medio-alto
187622,bajo
42061,alto
954190,bajo
796244,medio-alto
447120,bajo
774550,medio-bajo
539588,bajo
698622,medio-bajo
623364,medio-bajo
667153,bajo
660011,medio-bajo
230619,bajo
84340,alto
109681,bajo
933550,alto
214535,medio-alto
69427,medio-bajo
456815,bajo
744623,alto
769628,alto
458353,medio-bajo
392679,medio-bajo
263768,bajo
604439,bajo
631228,alto
338640,medio-bajo
942743,alto
650550,medio-bajo
938714,bajo
746658,medio-bajo
858165,alto
335302,bajo
934769,medio-alto
229302,bajo
173782,alto
622318,bajo
325719,alto
500643,alto
562467,alto
152019,alto
848030,alto
683999,alto
389233,alto
412388,alto
483268,bajo
773274,medio-bajo
263156,alto
74051,medio-bajo
536099,bajo
238158,bajo
50916,alto
775046,bajo
417429,bajo
253788,alto
165441,bajo
99072,alto
609946,medio-alto
738566,medio-bajo
686076,alto
208425,alto
937808,alto
978020,bajo
707224,alto
905059,alto
246204,bajo
614291,bajo
638484,bajo
647389,alto
353736,alto
37981,alto
425665,alto
779495,alto
91514,medio-alto
15676,alto
676366,alto
333333,medio-alto
921553,bajo
748691,medio-bajo
759536,alto
6767,medio-bajo
234529,alto
583027,medio-bajo
12349,medio-bajo
554316,alto
161510,bajo
943859,medio-bajo
922981,alto
753377,bajo
641231,medio-alto
312076,alto
691938,bajo
88998,medio-bajo
909003,medio-bajo
345219,alto
143020,alto
329394,bajo
189884,medio-bajo
358907,bajo
226180,alto
8108,bajo
958660,medio-bajo
216788,alto
968593,alto
77827,medio-bajo
353335,medio-alto
86122,alto
904054,bajo
633740,alto
594822,medio-alto
959610,medio-bajo
973174,alto
694568,bajo
503579,bajo
416621,alto
124651,alto
475379,bajo
17571,alto
680349,alto
34035,bajo
923925,alto
750777,alto
914870,bajo
336910,medio-alto
798723,medio-bajo
866044,bajo
760655,bajo
391770,alto
840710,medio-bajo
608516,alto
821617,alto
967886,medio-bajo
121818,medio-bajo
649234,bajo
662242,bajo
800576,alto
597563,alto
190543,bajo
384651,bajo
839467,medio-bajo
647641,alto
931966,medio-alto
167946,bajo
484417,alto
951217,alto
20160,bajo
859411,alto
557189,bajo
322356,alto
28468,alto
665672,alto
654911,medio-alto
632222,medio-bajo
173985,alto
399239,bajo
870428,bajo
570259,alto
592832,bajo
198814,medio-bajo
843642,alto
379784,alto
302360,alto
554086,alto
330954,bajo
499241,medio-bajo
802399,bajo
30184,medio-bajo
109079,bajo
493393,medio-bajo
844117,bajo
879283,bajo
652419,alto
455924,bajo
503397,medio-alto
120999,medio-bajo
856983,medio-bajo
394424,medio-alto
106261,bajo
479947,alto
129603,medio-bajo
68006,bajo
236297,medio-alto
477163,alto
867772,medio-bajo
149139,bajo
822765,alto
172892,alto
466628,medio-bajo
876064,medio-bajo
871881,bajo
778396,medio-alto
259564,medio-bajo
986194,alto
563132,bajo
167911,bajo
177206,medio-alto
919669,medio-bajo
534510,alto
710661,alto
95937,bajo
270940,alto
574933,alto
463642,alto
496448,alto
862090,medio-alto
8946,bajo
163037,bajo
910080,medio-bajo
798008,medio-alto
706947,medio-alto
395112,medio-alto
850193,bajo
837697,medio-bajo
804875,medio-alto
888054,alto
787125,alto
549700,alto
774252,alto
535662,bajo
512346,bajo
716125,medio-bajo
539971,medio-bajo
202920,medio-bajo
115841,alto
978557,alto
660640,bajo
725823,medio-bajo
527701,bajo
275725,medio-bajo
34712,bajo
685280,alto
608505,bajo
86682,medio-bajo
538062,medio-bajo
29375,bajo
242440,alto
162742,bajo
670388,medio-bajo
779923,medio-bajo
89211,bajo
513309,bajo
668658,bajo
820042,bajo
450672,alto
361137,medio-bajo
230508,alto
833080,bajo
560645,medio-alto
639315,medio-alto
723757,bajo
359751,bajo
476708,alto
920165,medio-bajo
97839,medio-alto
642321,medio-bajo
819247,medio-alto
624877,bajo
647815,alto
205134,bajo
895412,medio-alto
98848,medio-bajo
439855,bajo
790687,alto
32748,alto
156816,medio-alto
985976,bajo
159234,medio-bajo
670735,medio-bajo
133996,medio-bajo
152573,bajo
113537,medio-bajo
896,medio-bajo
710303,bajo
593086,bajo
314555,medio-bajo
964605,bajo
932764,medio-bajo
175725,bajo
839256,bajo
571668,bajo
354427,medio-bajo
910649,alto
748130,alto
424027,bajo
328835,alto
521777,medio-alto
804180,medio-bajo
374044,bajo
139164,bajo
371736,bajo
643228,medio-bajo
950720,bajo
538870,bajo
606893,bajo
678922,bajo
13053,alto
365094,bajo
282188,bajo
519485,alto
98072,bajo
895950,medio-alto
168825,bajo
200872,alto
97177,bajo
630151,bajo
8524,medio-alto
83667,bajo
309213,alto
262326,medio-alto
424679,bajo
943910,alto
581504,medio-alto
734304,alto
544718,bajo
626517,bajo
321438,bajo
923260,bajo
671355,medio-alto
146333,alto
687017,alto
315834,bajo
927278,bajo
249361,bajo
263761,bajo
968201,medio-alto
492927,bajo
977423,medio-bajo
529176,medio-alto
98447,alto
411640,bajo
623077,bajo
170543,alto
718763,medio-alto
890764,medio-bajo
798512,alto
69869,alto
620418,medio-bajo
737859,alto
675509,alto
250809,medio-bajo
199511,bajo
323692,alto
304970,bajo
239690,alto
258956,medio-bajo
83904,alto
570603,medio-alto
325161,medio-alto
646571,alto
809906,medio-bajo
9721,alto
881635,bajo
720014,alto
524412,medio-bajo
861590,bajo
84138,bajo
669556,bajo
855731,bajo
519877,alto
94017,bajo
461043,medio-alto
277747,medio-alto
712468,medio-alto
913300,medio-bajo
286133,medio-bajo
591936,bajo
4932,alto
490649,bajo
559513,bajo
69696,alto
427324,medio-bajo
533689,alto
544441,medio-alto
299149,medio-bajo
231846,alto
852975,alto
660873,bajo
874952,bajo
910051,alto
801886,alto
52192,alto
171612,alto
647232,alto
130581,bajo
282474,alto
248,medio-alto
555714,bajo
578724,alto
546976,alto
781483,alto
344132,alto
654910,bajo
721600,bajo
328533,alto
695768,bajo
981884,alto
228700,medio-bajo
174203,alto
682664,alto
133350,alto
652476,bajo
465610,bajo
976269,alto
234463,alto
773567,medio-bajo
411145,bajo
737737,alto
70425,alto
660249,medio-alto
277292,alto
665230,alto
616552,alto
719459,alto
206695,alto
651963,bajo
694394,medio-bajo
298499,alto
677224,bajo
131421,alto
393499,alto
754488,bajo
887521,alto
271138,bajo
484168,medio-bajo
630567,bajo
592892,medio-alto
975061,bajo
2143,medio-alto
737427,medio-bajo
943898,medio-bajo
620406,bajo
943983,alto
952658,alto
673562,medio-bajo
133058,bajo
741059,alto
402045,bajo
688562,medio-alto
352028,bajo
530446,alto
305842,bajo
633367,alto
357662,alto
892819,alto
245911,medio-alto
724662,alto
125133,alto
675000,bajo
450276,alto
724659,bajo
430568,medio-alto
591432,medio-alto
120180,medio-alto
214807,alto
634735,alto
501390,alto
425273,alto
641110,medio-alto
869064,alto
543678,alto
868176,bajo
852199,alto
586067,medio-bajo
803525,medio-alto
832093,medio-bajo
428463,medio-alto
905362,medio-bajo
618327,alto
102530,bajo
943879,alto
71726,alto
491849,medio-bajo
34583,alto
860397,alto
952605,bajo
128046,medio-alto
414800,alto
175579,bajo
681145,bajo
666544,alto
675605,bajo
317023,bajo
64740,bajo
487125,bajo
501847,alto
472532,medio-alto
479892,bajo
149657,medio-bajo
267743,medio-bajo
167764,bajo
382921,bajo
199431,bajo
140602,medio-bajo
575700,medio-bajo
